Property ID,Property Type,Location,Size,No of rooms,Year Built,Floor level,Building Condition,Price,Rent,Property Tax,Maintenance Cost,HOA Fees,Mortgage Interest Rate,Average Price per Square Meter,Price Change,Rental Yield,Days on Market
691,Apartment,Lichtenberg,127,4,1975,1,Excellent,704157,2934,10562,7042,293,2.91,5545,1.21,5.0,66
692,House,Lichtenberg,146,2,1939,3,Poor,730209,3043,10953,7302,304,3.8,5001,0.49,5.0,74
693,House,Mitte,88,3,1995,2,Poor,200135,834,3002,2001,83,4.07,2274,5.41,5.0,106
694,Apartment,Neukölln,82,2,1941,5,Poor,544451,2269,8167,5445,227,2.67,6640,-4.75,5.0,43
695,Apartment,Tempelhof-Schöneberg,57,3,1922,1,Fair,160566,669,2408,1606,67,3.76,2817,5.61,5.0,96
696,House,Charlottenburg-Wilmersdorf,117,2,1906,3,Fair,625840,2608,9388,6258,261,2.87,5349,8.74,5.0,75
697,Apartment,Friedrichshain-Kreuzberg,142,1,1926,1,Fair,526902,2195,7904,5269,220,3.17,3711,-4.88,5.0,95
698,House,Treptow-Köpenick,76,4,1935,1,Good,364070,1517,5461,3641,152,3.94,4790,-4.91,5.0,87
699,Apartment,Prenzlauer Berg,45,2,1966,2,Good,283553,1181,4253,2836,118,3.23,6301,-0.33,5.0,65
700,House,Spandau,105,3,2005,2,Excellent,207878,866,3118,2079,87,4.28,1980,-3.87,5.0,62
701,Apartment,Schöneberg,91,3,1953,1,Excellent,461294,1922,6919,4613,192,3.76,5069,5.7,5.0,40
702,Apartment,Tempelhof-Schöneberg,139,1,1971,3,Excellent,973953,4058,14609,9740,406,4.07,7007,1.22,5.0,89
703,Apartment,Steglitz-Zehlendorf,47,2,1989,1,Excellent,167719,699,2516,1677,70,2.82,3568,-4.33,5.0,44
704,House,Charlottenburg-Wilmersdorf,32,4,1948,1,Good,147276,614,2209,1473,61,2.98,4602,8.98,5.0,110
705,Apartment,Spandau,129,2,1945,5,Excellent,428114,1784,6422,4281,178,2.81,3319,-0.02,5.0,87
706,House,Charlottenburg-Wilmersdorf,96,4,1996,1,Good,684517,2852,10268,6845,285,3.44,7130,5.12,5.0,42
707,House,Neukölln,62,4,1935,1,Fair,317649,1324,4765,3176,132,2.57,5123,1.22,5.0,108
708,House,Tempelhof-Schöneberg,88,3,2014,2,Good,758346,3160,11375,7583,316,4.23,8618,-3.71,5.0,88
709,Apartment,Tempelhof-Schöneberg,125,1,2005,2,Fair,960904,4004,14414,9609,400,3.48,7687,7.5,5.0,90
710,Apartment,Prenzlauer Berg,79,1,1946,2,Fair,254929,1062,3824,2549,106,3.39,3227,4.93,5.0,53
711,Apartment,Marzahn-Hellersdorf,140,4,1952,4,Good,653966,2725,9809,6540,272,3.98,4671,-4.68,5.0,51
712,House,Friedrichshain-Kreuzberg,86,3,1940,4,Excellent,488525,2036,7328,4885,204,3.56,5681,-1.04,5.0,48
713,House,Prenzlauer Berg,135,1,1978,3,Good,746919,3112,11204,7469,311,4.35,5533,-2.28,5.0,54
714,Apartment,Marzahn-Hellersdorf,36,3,2002,1,Fair,115692,482,1735,1157,48,4.28,3214,9.3,5.0,46
715,House,Reinickendorf,133,3,2023,4,Fair,1156238,4818,17344,11562,482,4.42,8694,8.64,5.0,45
716,House,Schöneberg,47,3,1955,1,Poor,107085,446,1606,1071,45,4.28,2278,-4.21,5.0,104
717,House,Spandau,62,2,1965,1,Poor,537887,2241,8068,5379,224,4.45,8676,-2.67,5.0,103
718,Apartment,Mitte,127,1,1914,3,Poor,728060,3034,10921,7281,303,3.36,5733,4.1,5.0,45
719,Apartment,Prenzlauer Berg,150,2,1942,2,Good,972442,4052,14587,9724,405,3.34,6483,9.04,5.0,96
720,Apartment,Prenzlauer Berg,62,3,1903,4,Fair,186870,779,2803,1869,78,3.13,3014,5.5,5.0,42
721,Apartment,Spandau,143,2,1909,3,Good,583245,2430,8749,5832,243,4.26,4079,9.0,5.0,63
722,Apartment,Mitte,43,2,2015,5,Poor,82485,344,1237,825,34,3.26,1918,4.11,5.0,42
723,House,Marzahn-Hellersdorf,80,1,1931,4,Excellent,503260,2097,7549,5033,210,3.05,6291,2.48,5.0,118
724,Apartment,Steglitz-Zehlendorf,42,3,1962,1,Fair,237151,988,3557,2372,99,4.1,5646,7.23,5.0,90
725,Apartment,Spandau,145,1,1951,2,Fair,1234254,5143,18514,12343,514,3.16,8512,-0.81,5.0,30
726,House,Friedrichshain-Kreuzberg,111,4,1920,4,Good,762834,3178,11443,7628,318,4.3,6872,6.05,5.0,44
727,Apartment,Mitte,105,3,1959,1,Excellent,472432,1968,7086,4724,197,2.96,4499,0.25,5.0,119
728,House,Tempelhof-Schöneberg,76,3,1950,2,Good,507411,2114,7611,5074,211,2.81,6676,9.18,5.0,115
729,House,Steglitz-Zehlendorf,94,1,1964,4,Good,323526,1348,4853,3235,135,3.79,3442,-3.86,5.0,102
730,Apartment,Steglitz-Zehlendorf,77,1,1900,3,Poor,348632,1453,5229,3486,145,4.32,4528,-0.88,5.0,51
731,House,Friedrichshain-Kreuzberg,150,2,1931,2,Fair,533225,2222,7998,5332,222,4.02,3555,5.98,5.0,76
732,Apartment,Lichtenberg,88,4,1975,1,Fair,455101,1896,6827,4551,190,2.59,5172,5.05,5.0,95
733,House,Friedrichshain-Kreuzberg,122,4,1906,3,Fair,255907,1066,3839,2559,107,2.79,2098,3.84,5.0,61
734,House,Mitte,61,1,1963,3,Fair,277975,1158,4170,2780,116,2.54,4557,-2.38,5.0,109
735,House,Neukölln,48,4,1981,4,Good,330653,1378,4960,3307,138,2.5,6889,-2.28,5.0,81
736,House,Tempelhof-Schöneberg,99,1,2018,3,Poor,240065,1000,3601,2401,100,2.71,2425,-4.4,5.0,106
737,Apartment,Neukölln,79,1,1944,4,Poor,206885,862,3103,2069,86,3.84,2619,7.65,5.0,96
738,House,Steglitz-Zehlendorf,31,2,1942,1,Good,68838,287,1033,688,29,4.45,2221,3.85,5.0,31
739,Apartment,Neukölln,56,3,1929,3,Fair,419284,1747,6289,4193,175,2.86,7487,-1.51,5.0,107
740,House,Mitte,64,2,1960,1,Good,193940,808,2909,1939,81,3.41,3030,7.01,5.0,64
741,House,Mitte,143,4,1951,2,Fair,722773,3012,10842,7228,301,2.68,5054,0.27,5.0,39
742,House,Charlottenburg-Wilmersdorf,136,3,2019,5,Fair,822277,3426,12334,8223,343,2.7,6046,1.54,5.0,71
743,Apartment,Friedrichshain-Kreuzberg,60,2,1981,4,Fair,164135,684,2462,1641,68,3.93,2736,5.42,5.0,47
744,House,Spandau,115,2,1945,4,Excellent,533646,2224,8005,5336,222,3.61,4640,6.91,5.0,113
745,Apartment,Treptow-Köpenick,120,3,1962,1,Excellent,760860,3170,11413,7609,317,2.52,6340,-0.18,5.0,33
746,House,Steglitz-Zehlendorf,97,2,2023,5,Good,695009,2896,10425,6950,290,2.99,7165,0.33,5.0,100
747,House,Charlottenburg-Wilmersdorf,116,4,1912,4,Excellent,339425,1414,5091,3394,141,2.68,2926,0.81,5.0,33
748,Apartment,Mitte,34,4,1985,3,Excellent,289847,1208,4348,2898,121,4.18,8525,6.96,5.0,119
749,House,Reinickendorf,97,1,1923,1,Excellent,187281,780,2809,1873,78,3.85,1931,7.43,5.0,108
750,House,Reinickendorf,49,1,1919,3,Poor,415013,1729,6225,4150,173,4.17,8470,6.14,5.0,90
751,Apartment,Schöneberg,81,4,2010,3,Poor,666056,2775,9991,6661,278,3.95,8223,8.59,5.0,42
752,Apartment,Charlottenburg-Wilmersdorf,80,4,1944,4,Fair,452214,1884,6783,4522,188,2.71,5653,-2.61,5.0,112
753,House,Tempelhof-Schöneberg,135,3,1996,3,Fair,1127392,4697,16911,11274,470,2.97,8351,8.75,5.0,111
754,Apartment,Schöneberg,75,4,1979,2,Excellent,621709,2590,9326,6217,259,4.5,8289,4.79,5.0,88
755,House,Charlottenburg-Wilmersdorf,86,2,1912,5,Fair,314867,1312,4723,3149,131,3.01,3661,7.07,5.0,117
756,House,Schöneberg,76,3,1915,2,Good,573022,2388,8595,5730,239,4.48,7540,8.8,5.0,30
757,House,Marzahn-Hellersdorf,129,4,1922,2,Poor,819749,3416,12296,8197,342,3.64,6355,0.89,5.0,96
758,Apartment,Spandau,127,2,1925,3,Excellent,332094,1384,4981,3321,138,2.85,2615,-2.12,5.0,77
759,Apartment,Spandau,105,4,1977,5,Poor,231639,965,3475,2316,96,2.68,2206,2.17,5.0,71
760,Apartment,Prenzlauer Berg,43,2,1980,3,Fair,125206,522,1878,1252,52,3.85,2912,2.97,5.0,81
761,Apartment,Steglitz-Zehlendorf,141,3,1958,3,Fair,1049262,4372,15739,10493,437,3.62,7442,3.13,5.0,93
762,Apartment,Charlottenburg-Wilmersdorf,48,2,1951,5,Fair,141909,591,2129,1419,59,3.86,2956,-1.03,5.0,95
763,Apartment,Lichtenberg,80,2,1990,5,Good,673207,2805,10098,6732,280,2.66,8415,-2.45,5.0,109
764,Apartment,Tempelhof-Schöneberg,47,3,1950,3,Poor,354697,1478,5320,3547,148,4.38,7547,8.34,5.0,74
765,Apartment,Prenzlauer Berg,89,1,1945,3,Poor,336636,1403,5050,3366,140,2.66,3782,5.76,5.0,51
766,Apartment,Reinickendorf,105,1,1914,4,Poor,541698,2257,8125,5417,226,4.05,5159,-2.58,5.0,96
767,House,Prenzlauer Berg,120,1,1913,4,Poor,618912,2579,9284,6189,258,3.08,5158,-3.96,5.0,43
768,House,Friedrichshain-Kreuzberg,38,1,1939,1,Fair,167223,697,2508,1672,70,3.07,4401,1.48,5.0,82
769,House,Lichtenberg,108,2,1912,1,Excellent,266734,1111,4001,2667,111,2.89,2470,-0.82,5.0,31
770,Apartment,Steglitz-Zehlendorf,76,4,1913,2,Good,255785,1066,3837,2558,107,3.45,3366,8.79,5.0,44
771,House,Lichtenberg,83,1,1938,1,Poor,191843,799,2878,1918,80,3.04,2311,4.28,5.0,70
772,House,Lichtenberg,79,4,1981,2,Poor,169413,706,2541,1694,71,4.42,2144,7.23,5.0,98
773,Apartment,Friedrichshain-Kreuzberg,81,2,1949,5,Poor,574936,2396,8624,5749,240,3.01,7098,2.99,5.0,44
774,House,Marzahn-Hellersdorf,49,2,1922,1,Poor,338842,1412,5083,3388,141,3.71,6915,0.26,5.0,38
775,House,Reinickendorf,109,3,1962,1,Poor,375832,1566,5637,3758,157,3.68,3448,4.94,5.0,104
776,House,Mitte,64,3,1947,2,Excellent,362028,1508,5430,3620,151,4.44,5657,3.75,5.0,118
777,House,Lichtenberg,85,3,1940,4,Fair,667122,2780,10007,6671,278,3.34,7848,-3.45,5.0,82
778,House,Lichtenberg,37,2,1911,4,Good,93050,388,1396,930,39,2.94,2515,-3.34,5.0,99
779,Apartment,Friedrichshain-Kreuzberg,97,3,1906,5,Fair,265035,1104,3976,2650,110,3.85,2732,7.45,5.0,39
780,House,Steglitz-Zehlendorf,91,3,2015,5,Good,389644,1624,5845,3896,162,4.42,4282,3.32,5.0,118
781,Apartment,Mitte,88,2,1945,1,Fair,578439,2410,8677,5784,241,2.7,6573,-1.83,5.0,58
782,Apartment,Marzahn-Hellersdorf,76,3,1991,4,Good,426255,1776,6394,4263,178,3.28,5609,8.23,5.0,36
783,House,Neukölln,99,2,1953,5,Poor,392263,1634,5884,3923,163,3.49,3962,2.99,5.0,108
784,Apartment,Schöneberg,82,2,2005,4,Excellent,541223,2255,8118,5412,226,2.82,6600,1.38,5.0,52
785,Apartment,Marzahn-Hellersdorf,83,1,1923,1,Fair,710335,2960,10655,7103,296,3.47,8558,-3.48,5.0,74
786,House,Neukölln,133,4,1954,5,Good,626213,2609,9393,6262,261,3.07,4708,-1.9,5.0,90
787,House,Reinickendorf,75,4,1925,4,Good,547574,2282,8214,5476,228,3.28,7301,7.27,5.0,48
788,Apartment,Charlottenburg-Wilmersdorf,43,2,1996,2,Excellent,124774,520,1872,1248,52,2.93,2902,6.09,5.0,44
789,Apartment,Spandau,105,2,1978,2,Fair,286358,1193,4295,2864,119,3.69,2727,8.53,5.0,79
790,House,Charlottenburg-Wilmersdorf,46,4,2015,1,Good,94608,394,1419,946,39,2.79,2057,-2.97,5.0,40
791,House,Friedrichshain-Kreuzberg,111,3,2002,5,Fair,663303,2764,9950,6633,276,3.19,5976,5.28,5.0,119
792,Apartment,Spandau,101,3,1975,5,Fair,850393,3543,12756,8504,354,3.7,8420,-3.83,5.0,33
793,Apartment,Charlottenburg-Wilmersdorf,146,1,2010,5,Good,739805,3083,11097,7398,308,4.28,5067,-0.09,5.0,90
794,Apartment,Prenzlauer Berg,32,3,1981,3,Excellent,122333,510,1835,1223,51,2.63,3823,4.28,5.0,99
795,House,Schöneberg,125,2,1921,1,Poor,214432,893,3216,2144,89,3.09,1715,6.93,5.0,107
796,House,Schöneberg,137,3,1942,2,Good,370877,1545,5563,3709,154,3.61,2707,-3.88,5.0,70
797,House,Prenzlauer Berg,93,1,1934,3,Poor,815417,3398,12231,8154,340,4.09,8768,2.37,5.0,86
798,House,Tempelhof-Schöneberg,133,1,2014,3,Poor,242836,1012,3643,2428,101,3.68,1826,-3.25,5.0,58
799,House,Lichtenberg,111,2,1950,5,Good,830157,3459,12452,8302,346,2.99,7479,5.73,5.0,66
800,Apartment,Lichtenberg,118,2,2010,5,Good,309636,1290,4645,3096,129,3.84,2624,-4.36,5.0,83
801,House,Marzahn-Hellersdorf,71,2,1919,2,Excellent,618110,2575,9272,6181,258,3.83,8706,5.37,5.0,53
802,Apartment,Charlottenburg-Wilmersdorf,58,3,1972,3,Poor,506684,2111,7600,5067,211,2.71,8736,-3.82,5.0,38
803,House,Spandau,51,1,1994,3,Excellent,427594,1782,6414,4276,178,2.62,8384,0.85,5.0,109
804,House,Charlottenburg-Wilmersdorf,53,4,1918,1,Excellent,360019,1500,5400,3600,150,3.37,6793,3.41,5.0,86
805,Apartment,Prenzlauer Berg,94,1,2001,4,Excellent,639362,2664,9590,6394,266,4.36,6802,-1.54,5.0,53
806,Apartment,Tempelhof-Schöneberg,117,3,1901,2,Excellent,642262,2676,9634,6423,268,3.28,5489,-0.65,5.0,59
807,House,Friedrichshain-Kreuzberg,121,4,1982,5,Excellent,917064,3821,13756,9171,382,2.8,7579,7.01,5.0,71
808,Apartment,Spandau,148,1,1998,5,Fair,378507,1577,5678,3785,158,4.21,2557,7.48,5.0,77
809,House,Charlottenburg-Wilmersdorf,79,4,2003,1,Good,416585,1736,6249,4166,174,3.49,5273,-0.73,5.0,120
810,House,Neukölln,94,2,1961,2,Excellent,234895,979,3523,2349,98,2.93,2499,5.97,5.0,103
811,House,Friedrichshain-Kreuzberg,91,2,2009,5,Poor,601689,2507,9025,6017,251,3.19,6612,5.18,5.0,55
812,House,Charlottenburg-Wilmersdorf,87,3,1967,2,Fair,399110,1663,5987,3991,166,2.69,4587,-2.26,5.0,97
813,House,Neukölln,112,1,1934,1,Fair,199742,832,2996,1997,83,4.12,1783,0.72,5.0,82
814,House,Charlottenburg-Wilmersdorf,99,4,1923,5,Excellent,479505,1998,7193,4795,200,2.64,4843,6.35,5.0,42
815,Apartment,Treptow-Köpenick,113,3,1975,4,Fair,635920,2650,9539,6359,265,3.14,5628,8.56,5.0,72
816,Apartment,Charlottenburg-Wilmersdorf,40,2,2023,1,Fair,111800,466,1677,1118,47,4.41,2795,7.56,5.0,87
817,House,Prenzlauer Berg,119,1,1999,4,Excellent,933228,3888,13998,9332,389,2.51,7842,-2.69,5.0,67
818,Apartment,Reinickendorf,86,1,1900,3,Excellent,561333,2339,8420,5613,234,4.25,6527,7.02,5.0,35
819,Apartment,Marzahn-Hellersdorf,41,2,1904,2,Poor,268358,1118,4025,2684,112,4.32,6545,-0.16,5.0,43
820,House,Schöneberg,117,3,1964,2,Fair,755587,3148,11334,7556,315,2.53,6458,6.5,5.0,70
821,Apartment,Steglitz-Zehlendorf,128,3,2013,4,Good,1004250,4184,15064,10042,418,3.25,7846,9.87,5.0,31
822,Apartment,Spandau,77,1,1918,4,Poor,563864,2349,8458,5639,235,3.57,7323,-4.13,5.0,82
823,Apartment,Tempelhof-Schöneberg,61,1,1981,2,Excellent,348964,1454,5234,3490,145,4.0,5721,4.09,5.0,109
824,Apartment,Schöneberg,82,4,1950,5,Poor,447278,1864,6709,4473,186,2.91,5455,5.99,5.0,45
825,Apartment,Tempelhof-Schöneberg,126,4,1968,1,Good,959577,3998,14394,9596,400,3.69,7616,0.59,5.0,40
826,House,Steglitz-Zehlendorf,134,4,1984,4,Excellent,282307,1176,4235,2823,118,3.19,2107,-4.8,5.0,43
827,House,Schöneberg,74,3,1987,2,Excellent,553150,2305,8297,5532,230,4.16,7475,-3.63,5.0,31
828,House,Marzahn-Hellersdorf,59,4,1959,3,Poor,231035,963,3466,2310,96,2.97,3916,8.4,5.0,91
829,Apartment,Lichtenberg,32,4,1981,1,Poor,120704,503,1811,1207,50,3.29,3772,4.08,5.0,69
830,Apartment,Treptow-Köpenick,87,4,1986,2,Good,673536,2806,10103,6735,281,3.99,7742,2.28,5.0,37
831,House,Tempelhof-Schöneberg,127,1,1946,2,Fair,968465,4035,14527,9685,404,3.52,7626,7.82,5.0,59
832,Apartment,Schöneberg,57,3,1993,4,Good,324013,1350,4860,3240,135,2.97,5684,3.21,5.0,52
833,House,Prenzlauer Berg,40,4,1904,2,Fair,173776,724,2607,1738,72,3.72,4344,-3.0,5.0,38
834,House,Schöneberg,143,4,2001,3,Fair,310939,1296,4664,3109,130,3.09,2174,3.32,5.0,116
835,Apartment,Charlottenburg-Wilmersdorf,49,3,2005,3,Fair,426586,1777,6399,4266,178,3.57,8706,2.78,5.0,55
836,House,Spandau,99,1,2000,1,Excellent,673673,2807,10105,6737,281,2.87,6805,7.37,5.0,119
837,Apartment,Spandau,81,4,1932,4,Poor,297272,1239,4459,2973,124,3.41,3670,8.63,5.0,99
838,Apartment,Mitte,46,4,1903,5,Poor,393912,1641,5909,3939,164,3.11,8563,0.26,5.0,34
839,House,Charlottenburg-Wilmersdorf,84,3,2007,4,Good,337054,1404,5056,3371,140,4.43,4013,-0.55,5.0,113
840,Apartment,Marzahn-Hellersdorf,52,2,1921,2,Excellent,210968,879,3165,2110,88,4.22,4057,5.53,5.0,110
841,House,Tempelhof-Schöneberg,143,3,1913,3,Poor,423811,1766,6357,4238,177,2.53,2964,5.66,5.0,102
842,Apartment,Neukölln,84,2,1987,5,Fair,208951,871,3134,2090,87,3.96,2488,8.01,5.0,118
843,Apartment,Steglitz-Zehlendorf,68,1,2013,2,Excellent,440527,1836,6608,4405,184,2.77,6478,6.2,5.0,57
844,House,Steglitz-Zehlendorf,148,3,1924,1,Fair,394160,1642,5912,3942,164,2.85,2663,1.99,5.0,112
845,Apartment,Spandau,104,1,1949,2,Excellent,766824,3195,11502,7668,320,3.48,7373,-1.46,5.0,114
846,House,Friedrichshain-Kreuzberg,139,2,2020,1,Good,1043433,4348,15651,10434,435,3.59,7507,9.19,5.0,64
847,House,Spandau,79,3,2005,1,Fair,338995,1412,5085,3390,141,2.56,4291,1.29,5.0,39
848,Apartment,Reinickendorf,75,1,2018,4,Good,561379,2339,8421,5614,234,3.04,7485,0.71,5.0,112
849,Apartment,Prenzlauer Berg,66,3,1924,1,Good,578256,2409,8674,5783,241,2.89,8761,-1.81,5.0,87
850,House,Mitte,65,1,1935,5,Poor,436492,1819,6547,4365,182,4.25,6715,7.06,5.0,38
851,Apartment,Charlottenburg-Wilmersdorf,56,2,1955,2,Good,282929,1179,4244,2829,118,2.56,5052,-1.34,5.0,96
852,House,Charlottenburg-Wilmersdorf,95,3,1911,2,Poor,508740,2120,7631,5087,212,3.07,5355,0.27,5.0,58
853,House,Friedrichshain-Kreuzberg,57,1,1998,2,Poor,253060,1054,3796,2531,105,3.33,4440,-3.09,5.0,35
854,House,Prenzlauer Berg,54,2,1943,5,Good,258547,1077,3878,2585,108,3.94,4788,-0.41,5.0,92
855,House,Spandau,58,2,1968,3,Excellent,375144,1563,5627,3751,156,2.63,6468,9.72,5.0,101
856,Apartment,Spandau,89,4,1945,1,Fair,614034,2558,9211,6140,256,3.07,6899,9.67,5.0,46
857,House,Lichtenberg,72,1,1902,3,Excellent,123581,515,1854,1236,52,3.44,1716,1.03,5.0,57
858,Apartment,Mitte,112,4,1992,1,Excellent,219902,916,3299,2199,92,3.33,1963,-3.49,5.0,99
859,Apartment,Lichtenberg,56,2,1902,2,Good,117993,492,1770,1180,49,4.09,2107,1.72,5.0,41
860,House,Schöneberg,75,3,1957,4,Fair,243619,1015,3654,2436,102,3.15,3248,8.77,5.0,40
861,House,Mitte,124,4,1965,3,Good,228250,951,3424,2282,95,3.68,1841,5.57,5.0,111
862,Apartment,Marzahn-Hellersdorf,130,2,1918,4,Excellent,525849,2191,7888,5258,219,3.21,4045,6.82,5.0,92
863,Apartment,Treptow-Köpenick,55,1,2005,2,Poor,211727,882,3176,2117,88,3.85,3850,2.07,5.0,48
864,House,Friedrichshain-Kreuzberg,81,3,1974,1,Good,364401,1518,5466,3644,152,3.26,4499,6.54,5.0,84
865,Apartment,Prenzlauer Berg,70,2,1984,1,Excellent,612021,2550,9180,6120,255,2.74,8743,6.97,5.0,81
866,Apartment,Reinickendorf,53,1,1991,5,Fair,303899,1266,4558,3039,127,4.19,5734,6.56,5.0,97
867,Apartment,Prenzlauer Berg,66,4,1978,3,Fair,223107,930,3347,2231,93,4.17,3380,6.27,5.0,109
868,Apartment,Prenzlauer Berg,39,3,1999,3,Excellent,321053,1338,4816,3211,134,4.09,8232,-2.27,5.0,70
869,Apartment,Steglitz-Zehlendorf,102,3,2016,4,Fair,835374,3481,12531,8354,348,3.87,8190,-1.75,5.0,106
870,House,Prenzlauer Berg,34,3,1959,2,Excellent,131643,549,1975,1316,55,2.78,3872,9.01,5.0,79
871,Apartment,Charlottenburg-Wilmersdorf,78,3,1995,4,Poor,167367,697,2511,1674,70,3.88,2146,0.73,5.0,64
872,Apartment,Steglitz-Zehlendorf,32,2,1962,4,Poor,158320,660,2375,1583,66,2.77,4948,-4.15,5.0,43
873,House,Mitte,53,4,1912,3,Poor,108934,454,1634,1089,45,4.21,2055,-1.53,5.0,89
874,House,Friedrichshain-Kreuzberg,30,4,1957,2,Good,91403,381,1371,914,38,3.0,3047,-2.45,5.0,67
875,Apartment,Reinickendorf,94,4,2012,2,Fair,533581,2223,8004,5336,222,2.81,5676,0.19,5.0,42
876,House,Treptow-Köpenick,100,3,1949,1,Poor,849120,3538,12737,8491,354,3.63,8491,5.74,5.0,85
877,Apartment,Mitte,90,3,1959,3,Excellent,554446,2310,8317,5544,231,3.04,6161,-0.23,5.0,111
878,Apartment,Treptow-Köpenick,50,2,1973,1,Good,368277,1534,5524,3683,153,3.02,7366,4.72,5.0,30
879,Apartment,Spandau,40,4,1961,4,Fair,153645,640,2305,1536,64,3.83,3841,-4.83,5.0,35
880,House,Neukölln,126,2,1925,3,Good,995252,4147,14929,9953,415,4.44,7899,6.04,5.0,101
881,Apartment,Spandau,53,1,1917,2,Poor,305955,1275,4589,3060,128,3.01,5773,8.13,5.0,90
882,Apartment,Marzahn-Hellersdorf,64,3,1921,1,Poor,132513,552,1988,1325,55,3.71,2071,6.11,5.0,78
883,House,Prenzlauer Berg,114,2,1945,2,Good,996732,4153,14951,9967,415,2.52,8743,8.35,5.0,87
884,Apartment,Neukölln,49,1,2001,1,Poor,414277,1726,6214,4143,173,4.2,8455,4.05,5.0,71
885,Apartment,Charlottenburg-Wilmersdorf,84,1,1946,4,Poor,265531,1106,3983,2655,111,2.84,3161,-4.75,5.0,69
886,House,Charlottenburg-Wilmersdorf,50,2,1949,2,Poor,283671,1182,4255,2837,118,3.77,5673,9.04,5.0,56
887,Apartment,Treptow-Köpenick,84,3,1958,1,Good,455007,1896,6825,4550,190,2.64,5417,-3.67,5.0,48
888,Apartment,Spandau,35,3,1964,3,Excellent,113349,472,1700,1133,47,4.49,3239,2.9,5.0,100
889,House,Tempelhof-Schöneberg,85,1,1964,1,Fair,213069,888,3196,2131,89,3.16,2507,6.82,5.0,70
890,Apartment,Lichtenberg,32,2,1980,4,Excellent,112407,468,1686,1124,47,3.27,3513,-1.21,5.0,70
891,House,Lichtenberg,135,2,2003,3,Fair,1032896,4304,15493,10329,430,3.92,7651,8.95,5.0,103
892,House,Neukölln,53,1,1987,2,Fair,412683,1720,6190,4127,172,3.65,7786,-3.32,5.0,102
893,Apartment,Prenzlauer Berg,146,4,1992,4,Excellent,641552,2673,9623,6416,267,3.18,4394,-1.87,5.0,64
894,Apartment,Steglitz-Zehlendorf,62,3,1947,5,Excellent,384187,1601,5763,3842,160,3.97,6197,5.01,5.0,46
895,House,Neukölln,134,4,1971,3,Good,414234,1726,6214,4142,173,3.23,3091,4.76,5.0,49
896,Apartment,Steglitz-Zehlendorf,106,2,1948,4,Fair,590398,2460,8856,5904,246,2.97,5570,5.12,5.0,91
897,Apartment,Lichtenberg,100,3,1973,1,Poor,289687,1207,4345,2897,121,3.96,2897,6.2,5.0,62
898,Apartment,Friedrichshain-Kreuzberg,62,1,1943,2,Excellent,410224,1709,6153,4102,171,2.69,6617,7.08,5.0,84
899,House,Marzahn-Hellersdorf,139,1,1954,3,Poor,572237,2384,8584,5722,238,3.15,4117,7.44,5.0,44
900,House,Reinickendorf,112,4,2009,4,Excellent,911396,3797,13671,9114,380,3.24,8137,3.12,5.0,46
901,House,Marzahn-Hellersdorf,112,2,1932,1,Excellent,760434,3168,11407,7604,317,4.12,6790,1.99,5.0,116
902,Apartment,Marzahn-Hellersdorf,137,1,1906,4,Poor,727609,3032,10914,7276,303,2.94,5311,0.78,5.0,115
903,Apartment,Charlottenburg-Wilmersdorf,38,3,2019,3,Excellent,280211,1168,4203,2802,117,2.52,7374,-2.83,5.0,119
904,Apartment,Charlottenburg-Wilmersdorf,36,3,1944,5,Fair,201331,839,3020,2013,84,3.8,5593,5.59,5.0,105
905,House,Schöneberg,31,1,1949,1,Good,178823,745,2682,1788,74,3.24,5768,2.91,5.0,116
906,Apartment,Steglitz-Zehlendorf,130,4,1951,1,Good,636097,2650,9541,6361,265,4.34,4893,-4.38,5.0,112
907,House,Neukölln,51,2,1944,2,Excellent,411072,1713,6166,4111,171,3.0,8060,-1.37,5.0,63
908,Apartment,Friedrichshain-Kreuzberg,48,2,1923,1,Fair,388073,1617,5821,3881,162,3.15,8085,6.88,5.0,108
909,House,Tempelhof-Schöneberg,136,2,1931,2,Fair,573164,2388,8597,5732,239,4.34,4214,5.62,5.0,67
910,Apartment,Steglitz-Zehlendorf,57,3,1953,5,Excellent,454589,1894,6819,4546,189,3.0,7975,0.45,5.0,95
911,House,Neukölln,30,4,1942,5,Excellent,130048,542,1951,1300,54,3.94,4335,6.01,5.0,67
912,Apartment,Charlottenburg-Wilmersdorf,48,2,2011,2,Excellent,357745,1491,5366,3577,149,3.58,7453,2.59,5.0,51
913,House,Reinickendorf,46,4,2005,1,Fair,242941,1012,3644,2429,101,3.3,5281,-1.86,5.0,74
914,House,Friedrichshain-Kreuzberg,79,4,1983,4,Poor,330763,1378,4961,3308,138,2.54,4187,-0.95,5.0,79
915,Apartment,Spandau,113,3,1970,1,Fair,835707,3482,12536,8357,348,3.77,7396,3.02,5.0,67
916,Apartment,Spandau,76,1,1933,5,Poor,597028,2488,8955,5970,249,3.89,7856,8.9,5.0,120
917,House,Marzahn-Hellersdorf,45,4,1996,5,Good,353958,1475,5309,3540,148,4.4,7866,-0.79,5.0,102
918,House,Treptow-Köpenick,90,2,1966,2,Poor,232234,968,3484,2322,97,3.44,2580,7.64,5.0,79
919,Apartment,Mitte,50,1,1930,3,Poor,416601,1736,6249,4166,174,3.24,8332,9.41,5.0,118
